location,date,total_cases,total_deaths
Japan,724,1728907.0,18374.0
Japan,725,1729035.0,18375.0
Japan,726,1729208.0,18376.0
Japan,727,1729401.0,18378.0
Japan,728,1729582.0,18379.0
Japan,729,1729777.0,18379.0
Japan,730,1729964.0,18379.0
Japan,731,1730112.0,18379.0
Japan,732,1730335.0,18381.0
Japan,733,1730602.0,18383.0
Japan,734,1730905.0,18386.0
Japan,735,1731199.0,18386.0
Japan,736,1731515.0,18387.0
Japan,737,1731789.0,18387.0
Japan,738,1732007.0,18387.0
Japan,739,1732369.0,18389.0
Japan,740,1732835.0,18393.0
Japan,741,1733325.0,18393.0
Japan,742,1733788.0,18393.0
Japan,743,1734292.0,18393.0
Japan,744,1734808.0,18395.0
Japan,745,1735591.0,18396.0
Japan,746,1736847.0,18397.0
Japan,747,1739353.0,18398.0
Japan,748,1743547.0,18398.0
Japan,749,1749530.0,18400.0
Japan,750,1757460.0,18402.0
Japan,751,1765604.0,18403.0
Japan,752,1771998.0,18405.0
Japan,753,1778827.0,18407.0
Japan,754,1791070.0,18412.0
Japan,755,1809010.0,18414.0
Japan,756,1830251.0,18425.0
Japan,757,1852958.0,18431.0
Japan,758,1879839.0,18433.0
Japan,759,1903190.0,18434.0
Japan,760,1933052.0,18444.0
Japan,761,1972893.0,18457.0
Japan,762,2017531.0,18469.0
Japan,763,2067062.0,18478.0
Japan,764,2121242.0,18490.0
Japan,765,2169653.0,18506.0
Japan,766,2216829.0,18523.0
Japan,767,2277762.0,18559.0
Japan,768,2347498.0,18599.0
Japan,769,2421443.0,18642.0
Japan,770,2502437.0,18686.0
Japan,771,2584596.0,18729.0
Japan,772,2669638.0,18764.0
Japan,773,2730828.0,18792.0
Japan,774,2811050.0,18871.0
Japan,775,2904438.0,18949.0
Japan,776,3007476.0,19039.0
Japan,777,3106775.0,19131.0
Japan,778,3207724.0,19257.0
Japan,779,3300589.0,19324.0
Japan,780,3372297.0,19446.0
Japan,781,3468242.0,19587.0
Japan,782,3566188.0,19742.0
Japan,783,3666285.0,19917.0
Japan,784,3764458.0,20059.0
Japan,785,3831964.0,20202.0
Japan,786,3912198.0,20359.0
Japan,787,3975779.0,20494.0
Japan,788,4055675.0,20701.0
Japan,789,4146197.0,20954.0
Japan,790,4241800.0,21198.0
Japan,791,4334739.0,21433.0
Japan,792,4411892.0,21636.0
Japan,793,4484753.0,21821.0
Japan,794,4540656.0,22000.0
Japan,795,4607029.0,22272.0
Japan,796,4684839.0,22529.0
Japan,797,4750496.0,22755.0
Japan,798,4815692.0,23011.0
Japan,799,4885353.0,23270.0
Japan,800,4954620.0,23270.0
Japan,801,5005892.0,23633.0
Japan,802,5067735.0,23860.0
Japan,803,5139305.0,24092.0
Japan,804,5210263.0,24349.0
Japan,805,5274596.0,24604.0
Japan,806,5338116.0,24789.0
Japan,807,5393533.0,24935.0
Japan,808,5434108.0,25049.0
Japan,809,5483524.0,25281.0
Japan,810,5546271.0,25486.0
Japan,811,5609096.0,25697.0
Japan,812,5665066.0,25860.0
Japan,813,5720394.0,26029.0
Japan,814,5772396.0,26154.0
Japan,815,5808242.0,26262.0
Japan,816,5853891.0,26442.0
Japan,817,5911813.0,26600.0
Japan,818,5966960.0,26764.0
Japan,819,6016206.0,26919.0
Japan,820,6061939.0,27045.0
Japan,821,6104090.0,27045.0
Japan,822,6131791.0,27176.0
Japan,823,6153211.0,27246.0
Japan,824,6189816.0,27356.0
Japan,825,6238879.0,27485.0
Japan,826,6287107.0,27601.0
Japan,827,6334154.0,27699.0
Japan,828,6377719.0,27767.0
Japan,829,6410635.0,27831.0
Japan,830,6452108.0,27913.0
Japan,831,6504873.0,28010.0
Japan,832,6552920.0,28097.0
Japan,833,6606464.0,28200.0
Japan,834,6653841.0,28248.0
Japan,835,6702086.0,28286.0
Japan,836,6735920.0,28327.0
Japan,837,6778235.0,28387.0
Japan,838,6832377.0,28456.0
Japan,839,6887421.0,28528.0
Japan,840,6939525.0,28590.0
Japan,841,6991687.0,28646.0
Japan,842,7039563.0,28684.0
Japan,843,7072699.0,28721.0
Japan,844,7124030.0,28765.0
Japan,845,7180734.0,28825.0
Japan,846,7180734.0,28825.0
Japan,847,7287343.0,28884.0
Japan,848,7334352.0,28992.0
Japan,849,7374251.0,29023.0
Japan,850,7402533.0,29049.0
Japan,851,7440164.0,29102.0
Japan,852,7487624.0,29151.0
Japan,853,7535033.0,29201.0
Japan,854,7577841.0,29257.0
Japan,855,7621562.0,29284.0
Japan,856,7660012.0,29308.0
Japan,857,7688507.0,29344.0
Japan,858,7725765.0,29402.0
Japan,859,7771536.0,29467.0
Japan,860,7813849.0,29506.0
Japan,861,7851326.0,29548.0
Japan,862,7876508.0,29567.0
Japan,863,7901933.0,29601.0
Japan,864,7925130.0,29631.0
Japan,865,7952192.0,29683.0
Japan,866,7978912.0,29708.0
Japan,867,8000280.0,29726.0
Japan,868,8023895.0,29761.0
Japan,869,8058591.0,29785.0
Japan,870,8099533.0,29813.0
Japan,871,8133197.0,29843.0
Japan,872,8172238.0,29894.0
Japan,873,8217978.0,29935.0
Japan,874,8260356.0,29974.0
Japan,875,8298795.0,30005.0
Japan,876,8338211.0,30039.0
Japan,877,8373056.0,30061.0
Japan,878,8399390.0,30089.0
Japan,879,8433124.0,30122.0
Japan,880,8474651.0,30175.0
Japan,881,8513463.0,30211.0
Japan,882,8552464.0,30255.0
Japan,883,8587421.0,30292.0
Japan,884,8618683.0,30307.0
Japan,885,8641599.0,30337.0
Japan,886,8671121.0,30369.0
Japan,887,8705990.0,30418.0
Japan,888,8737532.0,30458.0
Japan,889,8765867.0,30497.0
Japan,890,8790786.0,30536.0
Japan,891,8811614.0,30558.0
Japan,892,8830300.0,30582.0
Japan,893,8850282.0,30618.0
Japan,894,8872795.0,30653.0
Japan,895,8893756.0,30677.0
Japan,896,8913027.0,30712.0
Japan,897,8913027.0,30735.0
Japan,898,8945784.0,30752.0
Japan,899,8957135.0,30773.0
Japan,900,8972654.0,30797.0
Japan,901,8990929.0,30818.0
Japan,902,9008130.0,30844.0
Japan,903,9023920.0,30866.0
Japan,904,9038604.0,30879.0
Japan,905,9051732.0,30891.0
Japan,906,9061936.0,30910.0
Japan,907,9075966.0,30935.0
Japan,908,9092521.0,30963.0
Japan,909,9108323.0,30980.0
Japan,910,9117228.0,31003.0
Japan,911,9130095.0,31023.0
Japan,912,9149733.0,31032.0
Japan,913,9159940.0,31045.0
Japan,914,9173938.0,31057.0
Japan,915,9191098.0,31077.0
Japan,916,9207880.0,31091.0
Japan,917,9223944.0,31107.0
Japan,918,9239615.0,31116.0
Japan,919,9253386.0,31126.0
Japan,920,9265374.0,31139.0
Japan,921,9283083.0,31246.0
Japan,922,9283083.0,31246.0
Japan,923,9329520.0,31281.0
Japan,924,9352645.0,31297.0
Japan,925,9375972.0,31308.0
Japan,926,9375972.0,31316.0
Japan,927,9398126.0,31332.0
Japan,928,9418900.0,31348.0
Japan,929,9451806.0,31363.0
Japan,930,9496651.0,31377.0
Japan,931,9544437.0,31408.0
Japan,932,9593994.0,31416.0
Japan,933,9645732.0,31426.0
Japan,934,9696650.0,31445.0
Japan,935,9742683.0,31465.0
Japan,936,9810874.0,31494.0
Japan,937,9903381.0,31528.0
Japan,938,10000720.0,31528.0
Japan,939,10100011.0,31580.0
Japan,940,10204843.0,31594.0
Japan,941,10308445.0,31610.0
Japan,942,10388078.0,31643.0
Japan,943,10469440.0,31697.0
Japan,944,10604679.0,31735.0
Japan,945,10785505.0,31799.0
Japan,946,10981802.0,31852.0
Japan,947,11173911.0,31885.0
Japan,948,11346584.0,31940.0
Japan,949,11500595.0,32048.0
Japan,950,11680821.0,32170.0
Japan,951,11888057.0,32286.0
Japan,952,12118112.0,32416.0
Japan,953,12340050.0,32507.0
Japan,954,12553010.0,32585.0
Japan,955,12749822.0,32694.0
Japan,956,12917500.0,32819.0
Japan,957,13113301.0,32976.0
Japan,958,13344898.0,33159.0
Japan,959,13598290.0,33348.0
Japan,960,13835099.0,33509.0
Japan,961,14049978.0,33663.0
Japan,962,14248541.0,33825.0
Japan,963,14421539.0,34075.0
Japan,964,14618271.0,34323.0
Japan,965,14846099.0,34537.0
Japan,966,15086304.0,35001.0
Japan,967,15278668.0,35156.0
Japan,968,15445279.0,35156.0
Japan,969,15615251.0,35371.0
Japan,970,15775032.0,35655.0
Japan,971,15953318.0,35955.0
Japan,972,16161801.0,36234.0
Japan,973,16423053.0,36517.0
Japan,974,16678863.0,36780.0
Japan,975,16921653.0,37008.0
Japan,976,17139528.0,37277.0
Japan,977,17325025.0,37594.0
Japan,978,17519248.0,37887.0
Japan,979,17756658.0,38197.0
Japan,980,17983797.0,38522.0
Japan,981,18180425.0,38770.0
Japan,982,18180425.0,39005.0
Japan,983,18506515.0,39253.0
Japan,984,18632422.0,39564.0
Japan,985,18772004.0,39880.0
Japan,986,18939344.0,40198.0
Japan,987,19092657.0,40545.0
Japan,988,19228082.0,40829.0
Japan,989,19345212.0,41054.0
Japan,990,19450222.0,41293.0
Japan,991,19534517.0,41575.0
Japan,992,19635246.0,41840.0
Japan,993,19761733.0,42101.0
Japan,994,19882393.0,42313.0
Japan,995,19882393.0,42510.0
Japan,996,19882393.0,42637.0
Japan,997,20156992.0,42794.0
Japan,998,20221686.0,42985.0
Japan,999,20300387.0,43177.0
Japan,1000,20399933.0,43347.0
Japan,1001,20488312.0,43533.0
Japan,1002,20488312.0,43672.0
Japan,1003,20488312.0,43754.0
Japan,1004,20699467.0,43827.0
Japan,1005,20740797.0,43951.0
Japan,1006,20799307.0,44071.0
Japan,1007,20840785.0,44177.0
Japan,1008,20918843.0,44262.0
Japan,1009,20982896.0,44331.0
Japan,1010,21023814.0,44375.0
Japan,1011,21067544.0,44463.0
Japan,1012,21118325.0,44463.0
Japan,1013,21118325.0,44551.0
Japan,1014,21187043.0,44678.0
Japan,1015,21229216.0,44789.0
Japan,1016,21301280.0,44894.0
Japan,1017,21330772.0,44965.0
Japan,1018,21330772.0,45018.0
Japan,1019,21345939.0,45083.0
Japan,1020,21385662.0,45157.0
Japan,1021,21426855.0,45248.0
Japan,1022,21460295.0,45404.0
Japan,1023,21516523.0,45461.0
Japan,1024,21539319.0,45461.0
Japan,1025,21539319.0,45511.0
Japan,1026,21564995.0,45615.0
Japan,1027,21610500.0,45693.0
Japan,1028,21656190.0,45756.0
Japan,1029,21692795.0,45823.0
Japan,1030,21727933.0,45870.0
Japan,1031,21757595.0,45890.0
Japan,1032,21772967.0,45890.0
Japan,1033,21814973.0,46014.0
Japan,1034,21858528.0,46085.0
Japan,1035,21894638.0,46152.0
Japan,1036,21926231.0,46230.0
Japan,1037,21960404.0,46274.0
Japan,1038,21991277.0,46309.0
Japan,1039,22008129.0,46347.0
Japan,1040,22055832.0,46347.0
Japan,1041,22106126.0,46485.0
Japan,1042,22148863.0,46536.0
Japan,1043,22188177.0,46594.0
Japan,1044,22232640.0,46636.0
Japan,1045,22273251.0,46659.0
Japan,1046,22295592.0,46711.0
Japan,1047,22360872.0,46781.0
Japan,1048,22432840.0,46850.0
Japan,1049,22500313.0,46909.0
Japan,1050,22534377.0,46981.0
Japan,1051,22608547.0,47027.0
Japan,1052,22674944.0,47069.0
Japan,1053,22706566.0,47139.0
Japan,1054,22790250.0,47236.0
Japan,1055,22790250.0,47336.0
Japan,1056,22877660.0,47512.0
Japan,1057,22956237.0,47579.0
Japan,1058,23109816.0,47627.0
Japan,1059,23178710.0,47715.0
Japan,1060,23216265.0,47826.0
Japan,1061,23319094.0,47959.0
Japan,1062,23426796.0,47959.0
Japan,1063,23519801.0,48159.0
Japan,1064,23519801.0,48281.0
Japan,1065,23694063.0,48338.0
Japan,1066,23771785.0,48482.0
Japan,1067,23814209.0,48642.0
Japan,1068,23935445.0,48772.0
Japan,1069,24068806.0,48772.0
Japan,1070,24128914.0,49036.0
Japan,1071,24128914.0,49281.0
Japan,1072,24372081.0,49281.0
Japan,1073,24470557.0,49434.0
Japan,1074,24519674.0,49644.0
Japan,1075,24654770.0,49826.0
Japan,1076,24793166.0,50013.0
Japan,1077,24911367.0,50193.0
Japan,1078,25021295.0,50344.0
Japan,1079,25130886.0,50461.0
Japan,1080,25220452.0,50608.0
Japan,1081,25268073.0,50819.0
Japan,1082,25405350.0,51062.0
Japan,1083,25554733.0,51290.0
Japan,1084,25687798.0,51512.0
Japan,1085,25814888.0,51702.0
Japan,1086,25950649.0,51829.0
Japan,1087,26069823.0,52043.0
Japan,1088,26132159.0,52287.0
Japan,1089,26309153.0,52564.0
Japan,1090,26499760.0,52823.0
Japan,1091,26668251.0,53087.0
Japan,1092,26821853.0,53319.0
Japan,1093,26980236.0,53499.0
Japan,1094,27116473.0,53730.0
Japan,1095,27187394.0,54026.0
Japan,1096,27374464.0,54365.0
Japan,1097,27581407.0,54680.0
Japan,1098,27765782.0,55019.0
Japan,1099,27939118.0,55325.0
Japan,1100,28116740.0,55325.0
Japan,1101,28266405.0,55813.0
Japan,1102,28266405.0,56228.0
Japan,1103,28548004.0,56228.0
Japan,1104,28764223.0,56648.0
Japan,1105,28764223.0,56974.0
Japan,1106,28956286.0,57266.0
Japan,1107,29105070.0,57513.0
Japan,1108,29212535.0,57721.0
Japan,1109,29299459.0,57994.0
Japan,1110,29375723.0,58162.0
Japan,1111,29467627.0,58496.0
Japan,1112,29571931.0,58952.0
Japan,1113,29798835.0,59415.0
Japan,1114,30044377.0,59822.0
Japan,1115,30283031.0,60158.0
Japan,1116,30473569.0,60411.0
Japan,1117,30568877.0,60792.0
Japan,1118,30647859.0,61281.0
Japan,1119,30846732.0,61761.0
Japan,1120,31032204.0,62264.0
Japan,1121,31176281.0,62679.0
Japan,1122,31308352.0,62963.0
Japan,1123,31416633.0,63320.0
Japan,1124,31471011.0,63769.0
Japan,1125,31597810.0,64220.0
Japan,1126,31722918.0,64645.0
Japan,1127,31819310.0,65043.0
Japan,1128,31901924.0,65369.0
Japan,1129,31980878.0,65622.0
Japan,1130,32045328.0,65929.0
Japan,1131,32077899.0,66297.0
Japan,1132,32171700.0,66707.0
Japan,1133,32251054.0,67050.0
Japan,1134,32310939.0,67388.0
Japan,1135,32364850.0,67639.0
Japan,1136,32419632.0,67845.0
Japan,1137,32464361.0,68091.0
Japan,1138,32485787.0,68399.0
Japan,1139,32532905.0,68796.0
Japan,1140,32588442.0,69033.0
Japan,1141,32633741.0,69289.0
Japan,1142,32673665.0,69477.0
Japan,1143,32712246.0,69601.0
Japan,1144,32744705.0,69762.0
Japan,1145,32760317.0,69962.0
Japan,1146,32805072.0,70185.0
Japan,1147,32846656.0,70377.0
Japan,1148,32879625.0,70558.0
Japan,1149,32908240.0,70695.0
Japan,1150,32935611.0,70788.0
Japan,1151,32949351.0,70923.0
Japan,1152,32958774.0,71136.0
Japan,1153,32990844.0,71308.0
Japan,1154,33019616.0,71449.0
Japan,1155,33040963.0,71579.0
Japan,1156,33059569.0,71686.0
Japan,1157,33076693.0,71737.0
Japan,1158,33090932.0,71809.0
Japan,1159,33097952.0,71923.0
Japan,1160,33117362.0,72051.0
Japan,1161,33136016.0,72134.0
Japan,1162,33151209.0,72206.0
Japan,1163,33157721.0,72268.0
Japan,1164,33172567.0,72320.0
Japan,1165,33184966.0,72387.0
Japan,1166,33190564.0,72486.0
Japan,1167,33205088.0,72573.0
Japan,1168,33219038.0,72640.0
Japan,1169,33230544.0,72721.0
Japan,1170,33241066.0,72771.0
Japan,1171,33251497.0,72805.0
Japan,1172,33260228.0,72840.0
Japan,1173,33264643.0,72909.0
Japan,1174,33276657.0,72989.0
Japan,1175,33288462.0,73038.0
Japan,1176,33298296.0,73156.0
Japan,1177,33307409.0,73199.0
Japan,1178,33316509.0,73226.0
Japan,1179,33323522.0,73273.0
Japan,1180,33326966.0,73334.0
Japan,1181,33336977.0,73334.0
Japan,1182,33346529.0,73439.0
Japan,1183,33346529.0,73477.0
Japan,1184,33361299.0,73511.0
Japan,1185,33368365.0,73533.0
Japan,1186,33374303.0,73562.0
Japan,1187,33376908.0,73592.0
Japan,1188,33385591.0,73632.0
Japan,1189,33390051.0,73681.0
Japan,1190,33398536.0,73725.0
Japan,1191,33407175.0,73747.0
Japan,1192,33415461.0,73764.0
Japan,1193,33421785.0,73791.0
Japan,1194,33424672.0,73825.0
Japan,1195,33433117.0,73825.0
Japan,1196,33441444.0,73825.0
Japan,1197,33441444.0,73908.0
Japan,1198,33441444.0,73939.0
Japan,1199,33462859.0,73953.0
Japan,1200,33469149.0,73981.0
Japan,1201,33472364.0,73967.0
Japan,1202,33481980.0,73967.0
Japan,1203,33491480.0,74029.0
Japan,1204,33500042.0,74060.0
Japan,1205,33508380.0,74081.0
Japan,1206,33516848.0,74096.0
Japan,1207,33523927.0,74110.0
Japan,1208,33527435.0,74110.0
Japan,1209,33537375.0,74164.0
Japan,1210,33547551.0,74182.0
Japan,1211,33556679.0,74198.0
Japan,1212,33565099.0,74220.0
Japan,1213,33573695.0,74235.0
Japan,1214,33580723.0,74244.0
Japan,1215,33584222.0,74264.0
Japan,1216,33595834.0,74286.0
Japan,1217,33607928.0,74314.0
Japan,1218,33618471.0,74338.0
Japan,1219,33628545.0,74356.0
Japan,1220,33639205.0,74376.0
Japan,1221,33647899.0,74389.0
Japan,1222,33651994.0,74407.0
Japan,1223,33664545.0,74443.0
Japan,1224,33677778.0,74467.0
Japan,1225,33689542.0,74501.0
Japan,1226,33700970.0,74528.0
Japan,1227,33714017.0,74542.0
Japan,1228,33720739.0,74550.0
Japan,1229,33725765.0,74569.0
Japan,1230,33742983.0,74596.0
Japan,1231,33759614.0,74614.0
Japan,1232,33766957.0,74633.0
Japan,1233,33772764.0,74645.0
Japan,1234,33778993.0,74654.0
Japan,1235,33793429.0,74669.0
Japan,1236,33802739.0,74669.0
Japan,1237,33802739.0,74669.0
Japan,1238,33802739.0,74694.0
Japan,1239,33803572.0,74694.0
Japan,1240,33803572.0,74694.0
Japan,1241,33803572.0,74694.0
Japan,1242,33803572.0,74694.0
Japan,1243,33803572.0,74694.0
Japan,1244,33803572.0,74694.0
Japan,1245,33803572.0,74694.0
Japan,1246,33803572.0,74694.0
Japan,1247,33803572.0,74694.0
Japan,1248,33803572.0,74694.0
Japan,1249,33803572.0,74694.0
Japan,1250,33803572.0,74694.0
Japan,1251,33803572.0,74694.0
Japan,1252,33803572.0,74694.0
Japan,1253,33803572.0,74694.0
Japan,1254,33803572.0,74694.0
Japan,1255,33803572.0,74694.0
Japan,1256,33803572.0,74694.0
Japan,1257,33803572.0,74694.0
Japan,1258,33803572.0,74694.0
Japan,1259,33803572.0,74694.0
Japan,1260,33803572.0,74694.0
Japan,1261,33803572.0,74694.0
Japan,1262,33803572.0,74694.0
Japan,1263,33803572.0,74694.0
Japan,1264,33803572.0,74694.0
Japan,1265,33803572.0,74694.0
Japan,1266,33803572.0,74694.0
Japan,1267,33803572.0,74694.0
Japan,1268,33803572.0,74694.0
Japan,1269,33803572.0,74694.0
Japan,1270,33803572.0,74694.0
Japan,1271,33803572.0,74694.0
Japan,1272,33803572.0,74694.0
Japan,1273,33803572.0,74694.0
Japan,1274,33803572.0,74694.0
Japan,1275,33803572.0,74694.0
Japan,1276,33803572.0,74694.0
Japan,1277,33803572.0,74694.0
Japan,1278,33803572.0,74694.0
Japan,1279,33803572.0,74694.0
Japan,1280,33803572.0,74694.0
Japan,1281,33803572.0,74694.0
Japan,1282,33803572.0,74694.0
Japan,1283,33803572.0,74694.0
Japan,1284,33803572.0,74694.0
Japan,1285,33803572.0,74694.0
Japan,1286,33803572.0,74694.0
Japan,1287,33803572.0,74694.0
Japan,1288,33803572.0,74694.0
Japan,1289,33803572.0,74694.0
Japan,1290,33803572.0,74694.0
Japan,1291,33803572.0,74694.0
Japan,1292,33803572.0,74694.0
Japan,1293,33803572.0,74694.0
Japan,1294,33803572.0,74694.0
Japan,1295,33803572.0,74694.0
Japan,1296,33803572.0,74694.0
Japan,1297,33803572.0,74694.0
Japan,1298,33803572.0,74694.0
Japan,1299,33803572.0,74694.0
Japan,1300,33803572.0,74694.0
Japan,1301,33803572.0,74694.0
Japan,1302,33803572.0,74694.0
Japan,1303,33803572.0,74694.0
Japan,1304,33803572.0,74694.0
Japan,1305,33803572.0,74694.0
Japan,1306,33803572.0,74694.0
Japan,1307,33803572.0,74694.0
Japan,1308,33803572.0,74694.0
Japan,1309,33803572.0,74694.0
Japan,1310,33803572.0,74694.0
Japan,1311,33803572.0,74694.0
Japan,1312,33803572.0,74694.0
Japan,1313,33803572.0,74694.0
Japan,1314,33803572.0,74694.0
Japan,1315,33803572.0,74694.0
Japan,1316,33803572.0,74694.0
Japan,1317,33803572.0,74694.0
Japan,1318,33803572.0,74694.0
Japan,1319,33803572.0,74694.0
Japan,1320,33803572.0,74694.0
Japan,1321,33803572.0,74694.0
Japan,1322,33803572.0,74694.0
Japan,1323,33803572.0,74694.0
Japan,1324,33803572.0,74694.0
Japan,1325,33803572.0,74694.0
Japan,1326,33803572.0,74694.0
Japan,1327,33803572.0,74694.0
Japan,1328,33803572.0,74694.0
Japan,1329,33803572.0,74694.0
Japan,1330,33803572.0,74694.0
Japan,1331,33803572.0,74694.0
Japan,1332,33803572.0,74694.0
Japan,1333,33803572.0,74694.0
Japan,1334,33803572.0,74694.0
Japan,1335,33803572.0,74694.0
